gauge_id,nse,kge,corr,bias,n_days
11253310,0.3195,0.4558,0.6097,0.6648,253
11264500,-0.3956,0.2488,0.2557,0.9268,250
11266500,-0.2317,0.3745,0.3767,1.0508,253
11274500,0.9443,0.8226,0.9816,1.0817,253
11274630,0.8517,0.7891,0.9309,1.0588,253
11284400,-0.0227,-0.4450,0.2996,0.1512,253
11299600,0.3386,0.1504,0.6651,0.5586,250
11381500,0.7715,0.6898,0.8994,1.0475,253
11383500,0.8506,0.7786,0.9324,1.1322,253
11451100,0.6385,0.6989,0.7995,1.0120,106
11468500,0.4772,0.3437,0.8116,0.8591,253
11473900,0.5873,0.4637,0.8457,0.9564,253
11475560,-0.0040,0.1592,0.8635,1.4147,253
11476600,0.7637,0.7770,0.8754,1.1253,252
11478500,0.5962,0.5042,0.8036,1.4551,253
11480390,0.6188,0.5041,0.8505,0.9996,253
11481200,0.5303,0.5960,0.8151,1.3203,253
11482500,0.2270,0.0750,0.9239,1.6559,253
11522500,0.3872,0.4267,0.7838,1.5157,253
11523200,-0.3137,0.0281,0.7714,1.8179,253
11528700,0.6721,0.5833,0.8493,1.1356,253
11532500,0.6486,0.4678,0.9423,1.3367,253
12010000,0.8306,0.7870,0.9474,0.9986,253
12013500,0.8677,0.8206,0.9537,1.0851,253
12020000,0.7734,0.6545,0.8984,0.7008,253
12025000,0.8170,0.6876,0.9572,1.1809,253
12025700,0.8348,0.7901,0.9215,0.8437,253
12035000,0.7855,0.8147,0.9192,1.0495,253
12040500,0.7168,0.7686,0.8980,1.0842,253
12041200,0.0333,0.2572,0.8764,1.1460,253
12043000,0.7543,0.7703,0.9162,1.0674,253
12048000,0.6148,0.7568,0.8536,1.1932,253
12054000,0.1118,0.3098,0.8821,1.4202,253
12056500,0.2764,0.3695,0.8959,1.0553,253
12073500,0.6996,0.8342,0.8717,1.0992,253
12082500,0.5384,0.4885,0.7666,1.0132,247
12092000,0.3808,0.4649,0.6172,1.0052,253
12095000,0.7627,0.6482,0.9042,0.8765,253
12114500,0.7992,0.7011,0.9137,1.1798,253
12115000,0.7900,0.7247,0.9028,1.1526,253
12115500,0.7562,0.7431,0.8750,1.0706,253
12117000,0.7442,0.8378,0.8805,1.1083,253
12141300,0.6017,0.6223,0.8074,1.3097,253
12143600,0.7085,0.6032,0.8666,1.3341,250
12144000,0.7719,0.8057,0.8849,1.1138,251
12145500,0.7454,0.7458,0.9153,1.1141,252
12147600,0.5657,0.6229,0.8168,1.3169,253
12167000,0.6921,0.5877,0.9091,1.3596,253
12175500,0.1972,0.6234,0.6753,1.1153,253
12186000,0.5360,0.6426,0.8170,1.2993,250
12189500,0.4533,0.5774,0.8311,1.3594,252
12358500,0.6487,0.7941,0.8526,1.0872,253
12377150,0.5720,0.7867,0.7868,1.0046,253
12381400,0.3554,0.4885,0.8699,1.2282,220
12390700,0.4508,0.6551,0.7182,1.1700,253
12411000,0.8069,0.7561,0.9168,1.2193,241
12414500,0.6972,0.7140,0.8448,0.9052,253
12447390,-0.1721,-0.2338,0.2573,0.3514,253
12451000,0.4947,0.6853,0.8125,1.2130,253
12488500,0.6436,0.7474,0.8295,1.1656,253
13011500,0.7502,0.6343,0.9408,1.2788,253
13011900,0.7961,0.8179,0.9241,0.9600,253
13018300,-0.4484,-0.0074,0.9299,1.4467,253
13023000,0.5732,0.7760,0.8268,0.8955,211
13161500,0.7428,0.6896,0.8930,0.7822,252
13235000,0.5975,0.6783,0.7868,0.8945,251
13240000,0.8198,0.8746,0.9055,1.0031,174
13310700,0.6079,0.5046,0.9055,0.6709,253
13313000,0.7061,0.4853,0.9608,0.6431,253
13331500,0.5163,0.5474,0.9026,1.2166,253
13337000,0.6788,0.7080,0.8491,0.8373,247
13338500,0.8104,0.8630,0.9175,1.0904,253
13340000,0.5163,0.6408,0.7603,0.8053,253
13340600,0.6175,0.6267,0.8745,0.7171,253
14020000,0.5433,0.3535,0.8841,0.7217,253
14092750,0.7753,0.6437,0.9312,0.8889,253
14096850,-1.1054,0.3577,0.9407,0.4117,252
14137000,0.7526,0.6496,0.8982,1.0578,248
14138800,0.7026,0.7409,0.8393,1.0754,253
14138870,0.7858,0.8890,0.8980,0.9841,253
14138900,0.5161,0.6234,0.7200,1.0574,253
14139800,0.7831,0.8628,0.8859,0.9834,251
14141500,0.8012,0.7851,0.8994,0.9418,253
14154500,0.8732,0.7443,0.9550,1.0903,253
14158500,0.7761,0.7102,0.9177,1.0871,237
14158790,0.7867,0.7674,0.8935,1.1689,248
14166500,0.5947,0.5318,0.8035,0.9312,253
14182500,0.6893,0.5369,0.8891,0.8144,253
14185000,0.7668,0.6837,0.8975,0.9850,253
14185900,0.7303,0.7418,0.8577,1.0575,250
14187000,0.7413,0.7052,0.8714,1.0773,251
14216500,0.8945,0.8213,0.9544,1.0383,250
14222500,0.8653,0.6452,0.9720,1.2888,252
14236200,0.8862,0.8917,0.9423,0.9378,252
14301000,0.9007,0.7663,0.9750,1.1389,252
14303200,0.9278,0.8292,0.9684,1.1675,253
14305500,0.7046,0.5590,0.9344,1.3081,250
14306340,0.6997,0.5575,0.8859,0.8147,253
14306500,0.8392,0.7269,0.9381,0.9461,252
14308990,0.6766,0.5281,0.8948,0.9410,252
14309500,0.8172,0.8629,0.9107,1.1028,253
14316700,0.7518,0.6330,0.9047,1.0362,253
14325000,0.8500,0.8841,0.9275,1.0879,252
14362250,0.3130,0.1253,0.8160,0.5022,148
14400000,0.8412,0.9019,0.9196,1.0534,253
