gauge_id,tsnow,ddf,ft,wm,b,im,ke,fc,ksoil,hmaxaq,gwc,gwe,qc,lf,nshape,kmult,area_km2,train_nse,test_nse,test_kge
02143040,-0.846283,1.44686,0.0720679,99.9292,0.506669,0.087433,1.13881,4.96197,0.0437863,374.919,0.0746068,3.62543,0.245129,0.0250227,2.18594,2.40123,66.5342,0.822319,0.60053,0.800104
02149000,-0.0540413,2.08964,0.0491488,283.329,2.91681,0.157116,0.896416,4.98107,0.0911329,920.778,0.0109337,5.51495,0.342422,0.153956,1.80368,0.223007,204.522,0.771947,0.750501,0.767899
02152100,-0.0349391,2.91655,0.0317578,137.086,0.195416,0.00311735,0.959939,6.06719e-05,0.0304151,1306.97,0.0164178,4.32654,0.864186,0.0870224,2.06974,0.264467,156.627,0.781267,0.373491,0.692071
02177000,-0.79655,2.81149,0.821459,137.626,0.313488,0.0489153,0.772785,0.000119287,0.0847256,883.026,0.0432986,4.51559,0.783434,0.19787,1.474,0.153178,535.898,0.866741,0.829537,0.897094
02178400,1.01236,1.00026,0.0254352,183.618,0.244259,0.186286,0.923143,4.06999,0.0252067,532.863,0.0476766,4.20712,0.118152,0.0732453,1.33869,3.15601,146.272,0.790764,0.790295,0.88828
02193340,-1.757,4.27302,0.290066,241.063,0.837458,0.119135,0.846936,1.65174,0.00359364,36.5847,0.0508424,2.02786,0.0958274,0.30043,6.22373,0.74708,87.7631,0.64105,0.571702,0.69555
02196000,-1.31092,2.23379,0.056134,241.373,0.269456,0.00079813,1.29341,1.18382,0.00307602,66.7811,0.165369,1.63152,0.79496,0.184182,4.72484,0.569811,1410.94,0.822485,0.73903,0.722791
02198100,-1.37146,2.93566,0.136949,270.332,0.191839,0.000906282,1.19471,0.000574808,0.0024854,13.2357,3.7234,5.21413,0.983785,3.50399e-05,6.78846,1.15408,79.7375,0.678902,0.527346,0.578274
02202600,-0.996887,2.90424,0.860817,453.501,0.386112,0.00115952,0.725926,0.000615067,0.00101842,2106.15,0.168614,0.926581,0.289398,0.217221,3.45071,1.93869,600.62,0.701528,0.744956,0.650075
02212600,-0.492547,1.00197,0.0406769,263.295,0.306219,1.75305e-05,0.914561,3.37959e-05,0.00156847,22.8575,0.314615,1.6218,0.617264,0.465291,1.54218,0.261252,186.917,0.775126,0.684819,0.561846
02215100,2.0349,7.98866,0.944312,85.9946,0.0160169,0.265111,0.929206,1.47931,0.0438987,228.664,0.0487823,3.64272,0.326002,2.12164e-05,5.31094,0.757587,421.988,0.803903,0.638878,0.672739
02216180,1.11626,3.42934,0.88212,132.026,1.29274,0.000271063,0.894439,0.0236696,0.00925588,5.10709,0.0116705,5.52727,0.516846,0.155706,5.80309,1.07396,127.373,0.823081,0.702376,0.576428
02221525,-1.44846,1.37344,0.250758,156.524,0.295624,0.172645,0.762136,2.91174,0.00600597,82.4345,0.108872,2.13273,0.0554644,0.488185,2.40447,2.30823,491.887,0.824113,0.794292,0.649578
02231000,1.47326,1.69491,0.185729,106.515,0.284652,0.000411789,1.04085,0.000142858,0.0185164,286.111,0.0152251,4.24685,0.17709,0.00148172,4.41532,0.706978,1812.22,0.931104,0.811808,0.715496
02231342,-1.26965,2.53739,0.0708705,294.462,0.261856,0.0376817,0.715886,0.000517818,0.00336241,12.5553,0.0224642,2.45888,0.271019,0.258251,3.11445,1.81963,136.175,0.795704,0.555628,0.698101
02235200,1.29138,2.0947,0.191337,112.034,0.285707,6.39687e-05,1.23352,0.00337779,0.480577,638.348,0.0149472,6.60972,0.0888104,0.0577166,1.33799,3.51959,326.199,0.885839,0.783178,0.874332
02245500,0.53808,2.40947,0.0596532,156.885,0.0321407,0.0563693,1.44416,0.00235989,0.0244887,5.32715,0.335009,2.21477,0.934755,0.000110335,4.54658,0.984494,346.91,0.798329,0.465102,0.580331
02246000,2.17276,2.96047,0.0566101,216.625,0.21043,0.00169901,0.83778,0.000247986,0.0111347,126.864,0.0165918,2.97529,0.662028,0.105285,4.12513,1.1476,458.232,0.844614,0.705859,0.670054
02296500,0.264221,4.8131,0.0728647,337.821,5.57156,0.0628154,1.01948,0.00010363,0.499622,458.519,0.0100158,8.81964,0.214936,3.43722e-05,2.42139,1.64418,854.331,0.821675,0.742725,0.696392
02297155,0.068187,3.96528,0.190481,120.736,0.118563,0.143177,1.15093,1.60128,0.0369754,282.349,0.0113969,5.24316,0.10168,0.0380218,1.82077,3.91302,108.733,0.736558,0.422098,0.558539
02297310,0.810154,3.82154,0.920996,63.8651,0.120438,0.155371,0.863255,0.000446673,0.126489,378.42,0.016871,4.32972,0.360486,3.11186e-05,3.2511,2.16127,564.376,0.79264,0.669021,0.822908
02298123,0.752317,3.64165,0.0173156,1320.8,9.71996,0.201733,1.24762,0.265881,0.0379278,103.162,0.0623604,8.79345,0.204754,4.35372e-05,2.59853,2.25973,603.209,0.781276,0.694224,0.632333
02298608,1.45933,2.12431,0.0553377,152.104,1.76026,0.000218471,1.40657,0.0126176,0.498089,250.605,0.0568533,8.92558,0.489684,0.000521635,4.99525,1.19809,323.61,0.742693,0.742396,0.775382
02299950,1.34274,1.18831,0.257927,82.0035,0.139753,0.232184,1.10144,2.27132,0.055139,107.774,0.50291,1.96198,0.428707,2.51664e-05,5.61704,1.0516,169.054,0.730541,0.562726,0.64946
02300700,1.71831,4.00434,0.0212279,122.709,0.378795,0.00254855,1.34023,0.00228644,0.0123242,21.1977,2.89655,6.3199,0.986519,1.13789e-05,4.9194,2.06559,75.3364,0.693429,0.568142,0.517717
02310947,0.569862,1.9598,0.251049,1292.15,0.0159369,0.499648,0.883448,0.453255,0.0679685,183.117,0.0113965,8.6171,0.137348,0.349376,2.22551,3.98415,724.887,0.901756,0.743365,0.611784
02312200,1.54902,4.07685,0.639833,564.116,0.248591,0.470338,0.863983,0.0297155,0.332976,311.36,0.0175758,4.70108,0.069554,0.0209368,2.11598,3.47533,375.388,0.871198,0.785175,0.674155
02314500,-0.903866,3.83072,0.454021,368.087,1.61757,0.388664,0.938251,0.000689951,0.173493,299.995,0.0318519,7.22599,0.0681557,0.0712697,1.54112,3.90371,2925.44,0.860669,0.864403,0.844029
02315500,-0.474598,6.34632,0.513285,327.062,0.0198627,0.419674,0.993144,0.000300414,0.151965,339.856,0.0100176,8.04223,0.0624055,0.00354019,1.12449,3.96493,6290.98,0.904276,0.838303,0.877281
02324400,-0.228898,2.17295,0.797863,476.297,3.74907,0.324149,0.971192,0.0918326,0.0786892,150.858,0.0135254,7.5416,0.19558,0.000974448,3.26057,1.69764,155.333,0.826568,0.302085,0.432848
02327100,0.814503,2.78012,0.315022,127.717,0.29951,0.00229561,0.777998,0.000721027,0.00705012,8.0381,0.287593,1.02666,0.293753,0.0979731,5.01513,1.22348,264.066,0.728416,0.614042,0.748161
02342933,-1.55222,7.4102,0.0732245,333.18,0.759849,0.155171,1.26782,2.27554,9.71739e-05,62.6917,0.315756,7.19233,0.0500646,0.00370178,1.88528,1.37074,289.955,0.670181,0.637941,0.589629
02349900,-0.0697263,1.95461,0.0630127,353.729,0.244588,0.204396,0.933529,3.63979,0.000999073,18.6228,0.0111815,4.50835,0.0506228,0.0907094,1.84825,3.93765,116.5,0.81764,0.690676,0.613367
02350900,-1.09834,4.80229,0.0430254,526.844,0.316394,0.000761791,1.07413,0.00079422,0.00213778,18.932,0.301438,2.64845,0.496583,0.00688837,2.42903,2.69606,1364.34,0.867591,0.707465,0.764694
02361000,-0.9971,4.30498,0.0343964,442.409,0.372757,2.59283e-05,1.06465,0.000808495,0.00262614,85.2787,0.0342806,6.47618,0.381533,0.00252492,2.12948,1.19586,1775.97,0.817908,0.737316,0.653181
02363000,-0.746232,5.04837,0.0907582,371.956,0.740866,0.000235388,1.03074,0.000213456,0.00383176,71.83,0.0124214,4.03585,0.55684,0.0680124,2.52237,2.34239,1289.26,0.828155,0.749881,0.714002
02369800,0.0451782,2.14992,0.0650372,373.742,0.166193,0.107392,0.922415,0.0107328,0.00487457,899.077,0.217893,1.70549,0.459021,0.192315,5.33167,0.849269,227.045,0.682906,0.61813,0.528298
02371500,-1.34845,7.4914,0.0285972,290.327,0.203186,0.00180541,0.809479,0.000349064,0.00516225,181.433,0.0424905,2.21755,0.462142,0.278566,2.10768,3.8204,1294.44,0.823067,0.801085,0.782667
02372250,-0.979691,5.5983,0.107737,281.613,0.356322,0.00922695,0.853953,0.000467166,0.00477736,141.274,0.411439,0.581572,0.562002,0.148535,2.50123,2.91567,1144.29,0.784294,0.686715,0.710854
02374500,-1.64525,5.02107,0.0929028,281.145,0.0958097,0.231752,0.734778,3.22549,0.00802377,215.302,0.0193315,4.25419,0.347735,0.29289,3.16946,1.37818,455.643,0.808957,0.676472,0.786085
02381600,-1.98904,1.72272,0.122727,470.727,0.11473,0.14353,1.0853,1.31727,0.00385176,160.04,0.438837,1.04155,0.389859,0.0111742,2.29376,0.537609,25.8629,0.437662,0.530979,0.765495
02384540,-1.95155,1.14113,0.929269,47.7071,0.120826,0.113657,0.840086,4.78715,0.295245,964.336,0.289728,1.7081,0.854033,0.323253,2.13447,0.451998,19.8826,0.644058,0.644023,0.611124
02395120,-0.789613,1.27449,0.703861,376.11,0.230143,0.289038,0.905764,1.99269,0.00222251,20.4754,0.661993,4.38087,0.254506,0.00109887,1.42086,0.506545,85.692,0.677505,0.60776,0.792068
02408540,-0.77785,3.35143,0.096384,158.433,0.949212,0.063019,1.01371,1.81214,0.0261091,346.819,0.0192848,4.5238,0.0867847,0.094592,1.05021,2.54573,680.876,0.828448,0.749774,0.669062
02415000,-0.969917,6.11945,0.0622138,399.114,0.245371,0.181398,1.03711,2.55712,0.00295475,50.075,0.198215,1.80419,0.0983517,0.00889275,1.73972,1.41659,491.887,0.852479,0.785906,0.740812
02422500,-1.56726,3.20845,0.131892,265.763,0.239635,0.262315,0.732381,1.39979,0.00398127,385.805,0.0948919,1.87137,0.0513057,0.345615,1.05844,2.8364,525.543,0.849373,0.727025,0.627896
02427250,-1.00249,2.5235,0.0728856,173.684,0.307809,0.000470101,0.980055,0.805522,0.0103125,208.896,0.11852,1.75283,0.996281,3.85621e-05,4.09484,1.0213,675.698,0.850115,0.803543,0.862886
02430085,-0.990027,1.06107,0.0656912,306.342,0.700339,0.0377696,0.76095,0.97756,0.00822798,86.6513,0.0622587,2.56847,0.297728,0.255288,1.88033,2.76019,40.6454,0.652403,0.601911,0.651821
02430615,-0.675358,1.01536,0.0201061,295.735,0.236836,0.105722,0.634755,1.35389,0.00887848,84.8327,0.0382282,3.56891,0.182976,0.412995,1.61988,0.643418,28.7366,0.584736,0.504228,0.436517
02450250,-1.62778,1.30811,0.944368,118.2,0.181915,0.166884,0.715011,2.69351,0.0122503,138.439,0.0291834,1.21283,0.333347,0.199805,2.52693,1.68209,238.436,0.818236,0.753066,0.739977
02464000,-1.59084,3.18904,0.0552685,236.47,0.188186,0.00186422,0.868395,0.000453697,0.00342531,49.6378,0.23786,0.879825,0.586528,0.242261,5.49227,0.495231,577.32,0.829789,0.848609,0.848762
02464146,-1.24389,2.16528,0.120528,163.861,0.411225,0.175018,0.682888,2.64843,0.0141493,65.8383,0.953087,0.789557,0.122715,0.339945,3.46519,2.13449,15.9475,0.583016,0.591871,0.719655
02464360,-1.62748,2.13451,0.0247868,259.263,0.285148,0.229461,0.721496,3.75234,0.00254651,40.2918,0.0291438,2.88096,0.0511476,0.384556,1.24096,3.75753,148.084,0.76212,0.796719,0.74823
02465493,-1.28366,4.98881,0.0177817,121.277,0.111951,0.072459,1.26234,2.11615,0.0609849,507.774,0.41093,1.4995,0.584951,0.0225416,2.17226,3.48849,83.6209,0.716427,0.757762,0.775115
02469800,0.493847,4.60117,0.08136,250.656,0.231268,0.074614,0.86277,2.02732,0.0056073,860.915,0.0464485,2.20391,0.0734616,0.121823,3.51678,1.48668,424.576,0.843604,0.787119,0.778874
02472000,0.815385,6.49577,0.134869,235.195,0.397139,0.000336297,0.955364,0.0184894,0.00423065,106.929,0.0224311,3.22444,0.659174,0.107741,2.73835,1.82651,1923.54,0.875648,0.835114,0.797046
02472500,-0.289719,2.5972,0.0789859,340.331,0.195466,0.00149006,0.684155,1.69415,0.00507111,4403.39,0.486563,1.00794,0.478532,0.206679,2.31932,2.42084,787.02,0.841139,0.765024,0.815791
02479155,1.20229,2.7181,0.257076,220.174,0.334698,0.202474,0.666394,4.81418,0.00605602,195.314,0.220349,1.16461,0.397308,0.335249,2.76012,1.60861,136.175,0.849326,0.753005,0.732352
02479300,-0.059008,3.35045,0.203647,287.52,3.04531,0.00526745,0.835352,0.13855,0.00634827,440.789,0.366932,1.12417,0.538997,0.102697,3.01833,2.18014,1141.7,0.825776,0.80136,0.812436
02479560,0.342189,1.17955,0.0580271,205.349,0.677677,0.000182009,0.769424,0.0130394,0.00597569,117.519,0.0146344,4.37506,0.280127,0.278514,2.71581,1.53081,1454.95,0.858861,0.821743,0.733179
02481000,0.15119,2.10255,0.158163,223.73,0.470214,0.053286,0.643009,0.0917174,0.00425562,1437.42,0.0879939,1.2969,0.726231,0.283729,4.38186,1.19594,249.05,0.784728,0.747091,0.758289
02481510,-0.651833,4.22483,0.206664,246.652,0.385485,0.00123907,0.661005,0.0541883,0.00408706,775.899,0.119223,1.93704,0.506217,0.324037,4.39092,0.751262,797.375,0.86443,0.784331,0.78325
03010655,-0.343628,3.76124,0.376695,66.941,0.209603,0.024849,1.02906,1.8144e-05,0.0286925,120.075,0.0147779,3.70473,0.38655,0.0979332,5.00144,0.741483,255.523,0.824984,0.651102,0.765556
03011800,-0.781797,3.40271,0.949183,45.9658,0.580507,0.0903739,1.03448,0.00333259,0.499682,186.319,0.010708,7.10692,0.746088,0.000298539,1.51137,0.413374,100.449,0.795907,0.683327,0.817577
03015500,-1.44638,2.50145,0.0742306,151.865,0.239487,0.196749,1.04363,2.21155,0.00331855,42.2696,0.0192747,3.94261,0.0692228,0.00193663,1.87575,2.60618,831.031,0.829449,0.727445,0.820697
03021350,-0.374719,3.2098,0.79267,109.874,0.664738,0.201316,0.969623,2.63724,0.00346504,11.1495,0.126745,6.31831,0.140032,0.000423656,2.9807,1.54705,238.177,0.700817,0.572338,0.751979
03026500,-0.820218,3.07423,0.875729,69.565,3.20479,0.103993,0.932006,0.00741549,0.440381,119.309,0.0105641,6.69278,0.791835,0.125375,2.51351,0.491683,20.2968,0.783556,0.575835,0.758802
03028000,-0.731443,2.96035,0.886503,50.1848,0.130002,0.120281,0.929754,0.000611181,0.0956367,465.236,0.0121502,3.7606,0.555128,0.000127056,1.65178,0.26725,163.1,0.826911,0.660707,0.7963
03049000,-1.32029,2.02451,0.775877,36.8106,0.248433,0.207156,0.927904,3.16751,0.179032,250.76,0.0236263,3.41597,0.457486,0.194991,1.51709,0.990571,354.677,0.778355,0.665367,0.763076
03049800,-0.299294,3.02994,0.00593208,477.467,0.177993,0.187864,0.946182,3.61675,0.00146949,89.0124,0.010639,0.70457,0.130564,0.001932,1.96056,3.74128,14.9637,0.375378,0.375101,0.549401
03050000,-1.99918,2.29906,0.949652,26.9874,0.0572734,0.206441,0.983572,1.85198,0.216172,590.042,0.0648687,2.28911,0.696363,0.00404081,4.36113,0.679509,478.943,0.817963,0.767293,0.846657
03066000,-1.99899,2.2464,0.740334,21.595,0.708785,0.277503,1.10736,0.0107356,0.479476,197.1,0.036176,5.18,0.580486,0.0202168,6.28143,0.653493,222.385,0.798956,0.77562,0.774839
03069500,-1.99946,1.51964,0.79764,15.55,0.664564,0.29478,0.985202,3.20913,0.345348,121.438,0.0733823,1.95238,0.0509402,0.00418563,5.14836,0.383609,1869.17,0.829594,0.782056,0.781
03070500,-1.18311,1.72498,0.912244,85.0676,3.68246,0.321714,0.922342,2.66325,0.010536,13.5172,0.0270616,2.76207,0.253691,2.74604e-05,1.05278,2.55718,517.776,0.745417,0.77541,0.845436
03076600,-1.23943,1.95449,0.94843,103.343,0.223461,0.445398,1.03436,2.80537,0.00421016,192.939,2.11535,5.2372,0.119351,3.17298e-05,1.55484,3.96107,126.596,0.75554,0.649639,0.766085
03078000,-0.949864,2.51738,0.874414,117.537,8.70269,0.330599,0.979221,3.91077,0.0710248,48.134,0.206682,1.2699,0.467871,1.19026e-05,4.36369,0.443025,161.805,0.790905,0.719929,0.775075
03140000,-1.86496,1.4513,0.104784,194.057,0.300722,0.220589,0.880091,1.22418,0.00377934,63.5768,0.0553941,1.34502,0.175087,0.129888,1.10127,3.36201,70.4176,0.755862,0.689759,0.743574
03144000,-1.93672,1.78381,0.940299,61.4287,0.244094,0.143349,0.904894,1.95634,0.024615,232.639,0.0206972,2.71252,0.448792,0.000134084,4.04725,0.911456,362.443,0.861515,0.676807,0.696722
03159540,-1.40017,2.84361,0.436041,109.868,0.168359,0.180408,0.746984,0.840059,0.00597199,302.217,0.041144,1.92996,0.619769,0.231174,2.4321,1.5274,403.865,0.77652,0.694577,0.781342
03161000,-1.685,1.01939,0.949565,73.7927,1.62707,0.0932654,0.856789,4.92664,0.419871,462.417,0.216833,2.82031,0.31584,0.119294,2.99895,1.01634,530.721,0.919129,0.822293,0.90271
03164000,-1.69679,1.00373,0.949639,80.618,4.00766,0.119555,0.83834,3.12809,0.178524,262.906,0.52945,1.68087,0.289611,0.239046,2.471,0.863847,2953.91,0.882642,0.823877,0.88108
03165000,-1.99696,1.33778,0.303043,110.505,6.85637,0.103992,0.783078,3.4994,0.499688,721.693,0.0816609,3.87715,0.999844,0.199329,1.2626,0.37773,102.002,0.653941,0.686176,0.710653
03170000,-1.71935,1.05913,0.0777765,128.694,0.284043,0.0810957,1.17404,2.19605,0.0309131,534.643,0.0728154,3.27897,0.14705,0.0161352,1.39652,1.39931,799.964,0.805768,0.683018,0.83897
03173000,-0.310403,4.17652,0.248775,168.856,4.3978,0.00111954,1.00981,0.000257097,0.00863327,77.2835,0.119152,2.12193,0.389592,0.00295987,1.03749,0.751344,774.075,0.761206,0.695807,0.714864
03180500,-1.99276,1.52407,0.225311,67.2962,0.307195,0.313519,0.984675,1.5588,0.00840663,36.1932,0.111127,1.18626,0.0591851,0.000165456,1.72655,3.01995,344.321,0.807677,0.713775,0.745631
03182500,-1.91328,1.88345,0.271745,80.3032,0.227928,0.244366,0.941352,1.89355,0.0103483,97.8078,0.0184034,3.52142,0.172329,0.0472162,1.18739,2.24952,1398,0.813583,0.778834,0.827188
03186500,-1.85985,1.49546,0.773854,24.5732,0.865856,0.276988,0.921336,0.877888,0.400371,95.4972,0.0993889,1.58902,0.0502596,0.00102548,1.13623,0.282088,331.377,0.738916,0.713085,0.781676
03187500,-1.92991,1.40202,0.946747,123.389,9.71514,0.22417,0.903137,0.0183695,0.173647,23.6814,0.0144578,8.47571,0.986508,0.00100026,3.13067,1.36071,208.146,0.737041,0.744596,0.797502
03213700,-0.563037,1.01488,0.800196,138.746,0.144202,0.274507,0.921553,2.79741,0.00734508,164.997,0.0254488,1.5435,0.39341,0.224348,1.4441,1.56011,2423.19,0.803556,0.760881,0.771511
03237280,-1.63502,5.1725,0.0425167,339.089,0.417114,0.141135,1.01695,0.932432,0.0024397,69.6589,0.0168694,0.989093,0.162067,0.00055205,4.67069,1.63534,31.5843,0.519182,0.418381,0.574156
03237500,-1.91504,1.01437,0.0766159,164.08,0.205782,0.193114,0.790314,2.66817,0.00255641,29.0645,0.0571017,0.924294,0.13258,0.231203,1.70397,0.889504,1001.9,0.732851,0.741861,0.700728
03238500,-1.84507,2.78414,0.17754,173.967,0.283085,0.0756428,0.747175,1.8505,0.00275114,68.2958,0.0836442,1.43688,0.370323,0.168474,2.17806,0.95039,564.376,0.774284,0.804272,0.805349
03241500,-1.40042,2.64541,0.14382,150.254,0.135978,0.212197,0.807867,2.09289,0.00334397,56.3633,0.0161149,1.50471,0.0614891,0.165387,1.86326,3.58119,163.617,0.819873,0.748854,0.865396
03280700,0.670176,1.47883,0.939177,249.895,9.14761,0.483097,1.10409,2.3043,0.00832417,56.7616,0.0836274,0.884452,0.623855,0.00980346,3.58064,0.178652,158.698,0.634379,0.510527,0.738795
03281100,1.23048,3.20871,0.184521,185.553,0.402462,0.00285128,1.0328,2.56971,0.00301275,42.2908,0.0100336,2.16859,0.0819077,0.00173283,1.55662,2.9164,421.988,0.773864,0.700386,0.849419
03281500,-1.65749,1.29589,0.158668,183.308,0.489792,0.0668592,1.03974,3.12126,0.00312117,42.3002,0.0197666,1.78975,0.253745,0.00292121,3.05224,1.03915,1869.17,0.840507,0.811333,0.86971
03285000,-1.98462,1.05122,0.284948,116.536,0.24144,0.174501,0.755528,1.91392,0.00463518,67.2133,0.0408442,2.33164,0.120111,0.175449,2.28338,1.51695,823.264,0.778936,0.71737,0.652046
03291780,-0.882028,3.2183,0.0497039,236.699,0.280575,0.147139,0.73108,3.06273,0.00215075,77.8431,0.0684108,1.42739,0.192524,0.219027,1.8344,0.305988,71.1942,0.680719,0.670552,0.700659
03300400,-1.99641,1.47635,0.932719,79.5022,0.296903,0.0187976,0.69021,3.4564,0.0114592,103.489,0.041634,1.37945,0.940154,0.132348,3.29612,0.898284,1128.75,0.846487,0.877017,0.830191
03338780,0.295114,7.07585,0.221806,54.9593,0.604989,0.0197574,0.807261,0.388819,0.331043,498.683,0.121727,1.57055,0.841398,0.123507,5.68452,0.587338,678.287,0.806287,0.794987,0.686154
03340800,-0.944592,3.69952,0.0748047,230.082,0.134011,0.0531706,0.758371,4.34975,0.00359035,140.069,0.0940583,1.43961,0.182064,0.190436,1.02389,3.69482,359.854,0.845572,0.782879,0.750664
03346000,-0.149952,3.31181,0.0938073,240.248,0.222948,0.000172889,0.833219,0.0209595,0.00304337,2572.72,0.141348,0.843304,0.998172,8.31791e-05,2.98176,1.63151,823.264,0.858131,0.752685,0.731611
03364500,-1.03454,3.34554,0.0794969,125.943,0.167328,0.123635,0.874013,1.85901,0.00969688,132.36,0.0367283,1.35303,0.263106,0.104454,1.40331,2.15959,236.624,0.708328,0.723571,0.812936
03366500,-0.793817,2.85188,0.363416,117.801,0.194762,0.198349,0.915085,3.49675,0.00802587,146.543,0.0349094,2.11032,0.631546,0.0435158,1.59518,1.27651,758.542,0.859405,0.782475,0.846876
03368000,-1.38504,3.85474,0.0400765,429.951,0.171469,0.000619302,0.771451,2.95456,0.00175374,598.896,0.330694,0.659781,0.0521129,0.113125,3.25411,0.610651,29.5132,0.659616,0.579377,0.641209
03384450,-1.76136,1.00899,0.334216,138.334,1.13596,0.140683,0.980369,3.08135,0.00428138,44.3028,0.056367,1.68381,0.0508573,0.0928902,1.85173,1.15005,111.063,0.687534,0.615793,0.733264
03439000,-1.94612,1.97218,0.949702,115.324,1.17499,0.165494,0.998196,4.98169,0.326062,1110.6,1.24407,3.50731,0.254492,0.114668,1.4424,0.360075,175.785,0.824079,0.783437,0.729888
03450000,-0.180737,1.03248,0.949252,83.7564,0.215794,0.131384,0.799722,4.18907,0.0859993,296.67,0.0976985,2.54765,0.210058,0.265824,1.39208,0.575086,14.1353,0.875217,0.694082,0.766512
03455500,1.43605,1.51713,0.0294327,114.507,0.0264485,0.236324,2.40584,2.81681,0.0932242,827.423,0.550008,8.74093,0.837756,0.000270716,2.25725,0.380822,71.4531,0.616625,0.546783,0.577916
03456500,-0.650697,1.0026,0.949973,59.1043,0.485785,0.100758,1.02125,4.99828,0.497692,389.635,0.0176729,6.18639,0.763213,0.000767272,2.24967,1.05335,133.327,0.736376,0.766302,0.8374
03460000,-0.264793,1.15843,0.222841,52.0227,0.225795,0.139576,1.19475,2.33956,0.499957,400.696,0.0389816,4.90133,0.346052,0.0796345,1.04855,1.98151,127.373,0.79132,0.760701,0.827526
03463300,-0.637128,1.00317,0.939034,70.0865,0.151189,0.171999,0.757556,4.97507,0.101869,101.498,0.0117579,5.8212,0.99916,0.00103361,2.41976,0.336115,112.099,0.750028,0.776974,0.866542
03471500,-1.22797,1.1265,0.946474,33.8373,0.324545,0.141867,1.10519,2.20653,0.352442,276.13,0.13679,3.10276,0.295992,0.00389687,1.15378,3.23713,198.308,0.763491,0.645469,0.749926
03473000,-0.685173,1.68121,0.947938,29.6438,0.165286,0.187064,0.998058,2.55408,0.314181,284.104,0.0509707,4.16921,0.398165,0.0652562,1.08641,2.45469,784.431,0.817601,0.74567,0.848257
03479000,-1.23623,1.07358,0.948903,54.2498,0.231834,0.067124,0.952505,4.56207,0.101845,251.553,0.152432,2.64256,0.955326,0.075167,1.12598,0.28038,238.436,0.807168,0.482775,0.749753
03488000,-1.01983,1.18067,0.943983,28.551,0.162564,0.203606,1.04261,2.52845,0.198496,252.458,0.0280631,4.57659,0.389462,0.00127228,2.20839,0.977913,572.143,0.857328,0.661621,0.76276
03498500,-0.772282,4.22894,0.949453,34.379,0.305947,0.189793,1.07169,2.77625,0.267873,341.898,0.065375,3.7136,0.379497,4.71699e-05,1.20123,0.803004,696.409,0.831082,0.850258,0.863283
03500000,-1.36493,1.61443,0.0317155,232.516,0.225077,0.170359,1.17695,4.02327,0.0173416,819.833,0.0221567,4.6808,0.0746549,0.023143,1.09515,3.75359,362.443,0.896548,0.8304,0.86977
03500240,-0.299681,1.32146,0.948746,122.033,9.90637,0.0503944,1.08822,0.00075853,0.498262,711.504,0.073788,4.15847,0.721242,0.0568034,1.5019,0.416452,147.825,0.805084,0.692985,0.722944
03504000,-1.9057,2.01104,0.855898,188.032,0.107318,0.101483,0.84533,0.00033705,0.039441,352.433,0.407934,2.04093,0.71551,3.31869e-05,1.30103,0.393203,134.363,0.771208,0.616464,0.777418
03574500,-1.6163,2.28877,0.0526078,211.558,0.216552,0.000592267,0.978902,0.000573697,0.00490161,129.015,0.0146937,3.6024,0.717649,1.02367e-05,4.93058,0.897834,828.442,0.83406,0.766687,0.78043
03592718,-0.0664747,1.06745,0.0417892,404.839,0.791869,0.0726228,1.33043,2.38437,0.00242989,32.1364,0.362698,8.26863,0.158838,5.26792e-05,1.07099,3.10704,63.9454,0.724277,0.675985,0.811443
03604000,0.0549343,2.53169,0.949734,60.2713,0.0776373,0.208582,1.07721,1.6588,0.0839918,389.117,1.53383,0.903,0.392954,0.0315359,5.62521,0.479739,1157.23,0.788196,0.632242,0.668008
04015330,-0.289559,2.11364,0.0351035,168.426,0.359511,0.000190761,0.945654,0.000737331,0.000942863,18.3846,0.0147823,4.46793,0.356436,0.0410767,1.72867,0.35961,216.43,0.778536,0.633667,0.680334
04024430,0.345049,2.4345,0.899411,110.312,9.27384,0.319541,0.894258,0.649094,0.484594,95.0913,0.0101893,6.39589,0.479763,0.163831,5.84833,0.501937,1087.33,0.832748,0.724141,0.764215
04027000,0.64187,4.27054,0.0807294,279.906,0.319465,0.210047,0.924112,2.38752,0.00117969,23.6463,0.0298152,1.89719,0.0500671,0.171937,1.43663,3.85911,1545.56,0.802598,0.729394,0.826409
04040500,-0.349375,3.29428,0.118445,115.022,8.09742,0.0523074,0.864554,0.00484891,0.0294816,162.456,0.0161634,3.26134,0.300895,0.25895,2.0813,2.51215,442.699,0.855862,0.672969,0.727613
04043050,1.36457,3.20903,0.841784,1032.13,0.11862,0.495633,0.747814,0.00241719,7.95848e-05,5999.32,4.22913,0.564242,0.295434,0.000241188,6.07301,1.18489,72.4887,0.661427,0.502686,0.708653
04045500,0.121826,4.01784,0.0788089,181.909,6.29551,0.0762251,1.15054,0.000579052,0.0080169,93.9795,0.494895,1.33347,0.0867077,0.184475,1.41846,3.98929,2045.22,0.899488,0.64903,0.787553
04056500,-0.939442,2.91335,0.636537,270.338,6.13977,0.458033,0.853488,2.73671,0.011692,2470.65,0.692929,2.10517,0.0541827,0.0450732,2.45404,3.24591,2847.77,0.83001,0.668331,0.637705
04057510,0.249667,3.29539,0.0421791,421.36,1.26334,0.330553,1.14677,0.65044,0.00945879,93.8923,0.309836,1.47073,0.0786626,0.0764861,2.08479,3.13347,473.765,0.808554,0.713666,0.662928
