gauge_id,nse,kge,corr,bias,n_days
11141280,0.5608,0.6416,0.8509,1.2266,236
11143000,0.6684,0.4987,0.9228,1.4130,236
11148900,0.7442,0.4078,0.9506,0.6037,236
11151300,0.9159,0.5510,0.9756,1.3969,236
11162500,0.8331,0.5834,0.9643,0.7355,236
11176400,0.4921,0.2007,0.8605,0.5150,144
11180500,-0.2782,-0.2219,0.8061,1.9445,236
11180960,-0.8355,-0.6646,0.6004,2.5127,236
11224500,0.0866,-0.2954,0.3936,0.2124,236
11230500,,,,,0
11237500,,,,,0
11253310,0.3165,0.4505,0.6087,0.6570,236
11264500,-0.4949,0.1981,0.2045,0.9253,236
11266500,-0.3412,0.3199,0.3216,1.0460,236
11274500,0.9442,0.8222,0.9816,1.0817,236
11274630,0.8511,0.7882,0.9307,1.0580,236
11284400,-0.0286,-0.4496,0.2917,0.1508,236
11299600,0.3366,0.1493,0.6638,0.5586,233
11381500,0.7667,0.6816,0.8982,1.0461,236
11383500,0.8481,0.7678,0.9329,1.1381,236
11451100,0.6385,0.6989,0.7995,1.0120,106
11468500,0.4746,0.3406,0.8128,0.8608,236
11473900,0.5844,0.4593,0.8464,0.9570,236
11475560,-0.0110,0.1555,0.8627,1.4195,236
11476600,0.7618,0.7853,0.8740,1.1081,235
11478500,0.5941,0.5044,0.8026,1.4543,236
11480390,0.6170,0.5012,0.8507,0.9986,236
11481200,0.5265,0.5915,0.8134,1.3261,236
11482500,0.2144,0.0759,0.9227,1.6541,236
11522500,0.3746,0.4167,0.7793,1.5287,236
11523200,-0.3622,0.0295,0.7617,1.8244,236
11528700,0.6679,0.5727,0.8502,1.1400,236
11532500,0.6447,0.4654,0.9416,1.3402,236
12010000,0.8263,0.7844,0.9462,1.0068,236
12013500,0.8646,0.8181,0.9525,1.0903,236
12020000,0.7685,0.6578,0.8966,0.7042,236
12025000,0.8131,0.6859,0.9564,1.1816,236
12025700,0.8285,0.7841,0.9192,0.8353,236
12035000,0.7779,0.8121,0.9160,1.0580,236
12040500,0.7064,0.7629,0.8955,1.0791,236
12041200,-0.0036,0.2395,0.8752,1.1562,236
12043000,0.7469,0.7631,0.9157,1.0531,236
12048000,0.5729,0.7523,0.8343,1.1827,236
12054000,0.0426,0.2968,0.8750,1.4164,236
12056500,0.2404,0.3431,0.8972,1.0503,236
12073500,0.6852,0.8269,0.8654,1.1083,235
12082500,0.5234,0.4681,0.7613,1.0124,230
12092000,0.3586,0.4535,0.5995,1.0002,236
12095000,0.7570,0.6448,0.9012,0.8725,236
12114500,0.7930,0.6913,0.9131,1.1780,236
12115000,0.7833,0.7144,0.9011,1.1517,236
12115500,0.7509,0.7364,0.8724,1.0707,236
12117000,0.7294,0.8272,0.8736,1.1176,236
12141300,0.5953,0.6291,0.8030,1.2970,236
12143600,0.7028,0.5955,0.8656,1.3365,232
12144000,0.7653,0.8022,0.8812,1.1103,235
12145500,0.7401,0.7444,0.9136,1.1138,236
12147500,,,,,0
12147600,0.5700,0.6490,0.8170,1.2857,236
12167000,0.6802,0.5809,0.9068,1.3682,236
12175500,0.2081,0.6266,0.6727,1.1296,236
12178100,,,,,0
12186000,0.5183,0.6478,0.8089,1.2882,233
12189500,0.4294,0.5777,0.8228,1.3587,235
12358500,0.6382,0.7906,0.8496,1.0740,236
12374250,,,,,0
12375900,,,,,0
12377150,0.5441,0.7715,0.7770,0.9533,236
12381400,0.3001,0.4761,0.8598,1.2461,203
12383500,,,,,0
12388400,,,,,0
12390700,0.4207,0.6223,0.6991,1.1814,236
12411000,0.8001,0.7452,0.9156,1.2253,225
12414500,0.6755,0.6937,0.8324,0.9112,236
12447390,-0.2118,-0.2546,0.2263,0.3508,236
12451000,0.4552,0.6780,0.7975,1.2120,236
12488500,0.6193,0.7277,0.8171,1.1687,236
13011500,0.7423,0.6328,0.9389,1.2845,236
13011900,0.7876,0.8080,0.9226,0.9571,236
13018300,-0.4622,-0.0082,0.9288,1.4725,236
13023000,0.5306,0.7627,0.8078,0.9035,194
13083000,,,,,0
13161500,0.7274,0.6883,0.8867,0.7824,236
13235000,0.5754,0.6630,0.7730,0.8970,234
13240000,0.7890,0.8525,0.8887,1.0193,157
13310700,0.5826,0.5028,0.8981,0.6718,236
13313000,0.6935,0.4854,0.9586,0.6443,236
13331500,0.4815,0.5368,0.8970,1.2166,236
13337000,0.6614,0.7031,0.8410,0.8360,236
13338500,0.8061,0.8572,0.9154,1.1081,236
13340000,0.4774,0.6306,0.7436,0.8012,236
13340600,0.5857,0.6269,0.8656,0.7166,236
14020000,0.5362,0.3479,0.8826,0.7161,236
14092750,0.7647,0.6333,0.9288,0.8879,237
14096850,-1.0566,0.3637,0.9390,0.4200,236
14137000,0.7475,0.6429,0.8968,1.0518,231
14138800,0.6990,0.7400,0.8371,1.0684,236
14138870,0.7807,0.8860,0.8958,0.9825,236
14138900,0.5089,0.6160,0.7150,1.0578,236
14139800,0.7789,0.8600,0.8835,0.9858,234
14141500,0.7971,0.7816,0.8972,0.9440,236
14154500,0.8711,0.7422,0.9546,1.0836,236
14158500,0.7516,0.6768,0.9110,1.0829,221
14158790,0.7811,0.7606,0.8911,1.1706,232
14166500,0.5872,0.5227,0.8006,0.9324,236
14182500,0.6831,0.5310,0.8871,0.8088,236
14185000,0.7603,0.6732,0.8959,0.9876,236
14185900,0.7251,0.7390,0.8545,1.0503,233
14187000,0.7352,0.6940,0.8695,1.0804,235
14216500,0.8902,0.8075,0.9542,1.0420,233
14222500,0.8630,0.6445,0.9716,1.2912,236
14236200,0.8833,0.8915,0.9408,0.9394,235
14301000,0.8990,0.7636,0.9745,1.1440,235
14303200,0.9266,0.8304,0.9680,1.1660,236
14305500,0.6996,0.5590,0.9333,1.3078,234
14306340,0.6939,0.5531,0.8846,0.8204,236
14306500,0.8353,0.7181,0.9382,0.9525,236
14308990,0.6736,0.5207,0.8982,0.9503,236
14309500,0.8159,0.8594,0.9100,1.1070,236
14316700,0.7470,0.6220,0.9056,1.0384,236
14325000,0.8483,0.8808,0.9267,1.0919,236
14362250,0.3130,0.1253,0.8160,0.5022,148
14400000,0.8451,0.9199,0.9216,1.0106,236
